0 -21.43 -381.775 -9.79
1 -11.427777 -403.26392 -14.6466675
2 -30.792221 -407.01053 -9.403334
3 -21.43 -381.775 -9.79
4 -11.427777 -403.26392 -14.6466675
5 -30.792221 -407.01053 -9.403334
6 -21.43 -381.775 -9.79
7 -11.427777 -403.26392 -14.6466675
8 -30.792221 -407.01053 -9.403334
9 -21.43 -381.775 -9.79
10 -11.427777 -403.26392 -14.6466675
11 -30.792221 -407.01053 -9.403334
12 -21.43 -381.775 -9.79
13 -11.427777 -403.26392 -14.6466675
14 -30.792221 -407.01053 -9.403334
15 -21.43 -381.775 -9.79
16 -11.427777 -403.26392 -14.6466675
17 -30.792221 -407.01053 -9.403334
18 -21.43 -381.775 -9.79
19 -11.427777 -403.26392 -14.6466675
20 -30.792221 -407.01053 -9.403334
21 -21.43 -381.775 -9.79
22 -11.427777 -403.26392 -14.6466675
23 -30.792221 -407.01053 -9.403334
24 -21.43 -381.775 -9.79
25 -11.427777 -403.26392 -14.6466675
26 -30.792221 -407.01053 -9.403334
27 -21.43 -381.775 -9.79
28 -11.427777 -403.26392 -14.6466675
29 -30.792221 -407.01053 -9.403334
30 -21.43 -381.775 -9.79
31 -11.427777 -403.26392 -14.6466675
32 -30.792221 -407.01053 -9.403334
33 -21.43 -381.775 -9.79
34 -11.427777 -403.26392 -14.6466675
35 -30.792221 -407.01053 -9.403334
36 -21.43 -381.775 -9.79
37 -11.427777 -403.26392 -14.6466675
38 -30.792221 -407.01053 -9.403334
39 -21.43 -381.775 -9.79
40 -11.427777 -403.26392 -14.6466675
41 -30.792221 -407.01053 -9.403334
42 -21.43 -381.775 -9.79
43 -11.427777 -403.26392 -14.6466675
44 -30.792221 -407.01053 -9.403334
45 -21.43 -381.775 -9.79
46 -11.427777 -403.26392 -14.6466675
47 -30.792221 -407.01053 -9.403334
48 -21.43 -381.775 -9.79
49 -11.427777 -403.26392 -14.6466675
50 -30.792221 -407.01053 -9.403334
51 -21.43 -381.775 -9.79
52 -11.427777 -403.26392 -14.6466675
53 -30.792221 -407.01053 -9.403334
54 -21.43 -381.775 -9.79
55 -11.427777 -403.26392 -14.6466675
56 -30.792221 -407.01053 -9.403334
57 -21.43 -381.775 -9.79
58 -11.427777 -403.26392 -14.6466675
